available,price,minimum_nights,maximum_nights,room_type,accomodates,bedrooms,beds,total_reviews,join_age,no_of_bath
0.0,70.0,2.0,10.0,Entire home/apt,5,1.0,1.0,9.0,3218,1.0
1.0,80.0,2.0,7.0,Entire home/apt,2,1.0,1.0,3.0,1317,1.0
0.0,100.0,2.0,7.0,Entire home/apt,2,1.0,1.0,2.0,1317,1.0
0.0,50.0,7.0,1125.0,Entire home/apt,2,1.0,2.0,6.0,1061,1.0
0.0,70.0,1.0,1125.0,Private room,2,1.0,1.0,2.0,1060,1.0
0.0,95.0,2.0,1125.0,Entire home/apt,4,1.0,2.0,7.0,2992,1.0
1.0,33.0,30.0,365.0,Private room,1,1.0,1.0,11.0,1485,1.0
1.0,33.0,30.0,365.0,Private room,1,1.0,1.0,5.0,1485,1.0
1.0,50.0,30.0,365.0,Private room,1,1.0,1.0,2.0,1485,1.5
1.0,50.0,30.0,1125.0,Private room,1,1.0,1.0,2.0,1485,1.5
0.0,139.0,1.0,30.0,Entire home/apt,2,1.0554016620498614,1.0,5.0,1062,1.0
0.0,139.0,2.0,1000.0,Entire home/apt,2,1.0554016620498614,2.0,4.0,1062,1.0
1.0,60.0,1.0,1125.0,Private room,1,1.0,1.0,1.0,1058,1.0
1.0,92.67,1.67,30.0,Entire home/apt,2,1.0,1.0,149.0,1055,1.0
0.0,80.0,2.0,120.0,Private room,2,1.0,2.0,21.0,1679,1.0
0.0,60.0,1.0,120.0,Private room,2,1.0,1.0,2.0,1679,1.0
0.0,75.0,2.0,1125.0,Entire home/apt,6,3.0,3.0,112.0,2253,2.5
0.0,400.0,2.0,1125.0,Entire home/apt,6,3.0,3.0,12.0,1049,2.5
0.0,266.67,2.0,1125.0,Entire home/apt,6,3.0,4.0,13.0,1049,2.5
1.0,233.33,2.0,365.0,Entire home/apt,4,2.0,2.0,0.0,1049,1.5
0.0,75.0,3.0,30.0,Entire home/apt,2,1.0,1.0,5.0,1704,1.0
1.0,70.0,3.0,14.0,Entire home/apt,4,1.0,1.0,3.0,1046,1.0
0.0,100.0,1.0,1125.0,Entire home/apt,4,2.0,1.0,41.0,1050,3.0
0.0,47.0,3.0,1125.0,Entire home/apt,2,1.0,1.0,10.0,1758,1.0
1.0,25.0,25.0,25.0,Private room,1,1.0192307692307692,1.0,0.0,2008,1.0
1.0,194.0,1.0,1125.0,Entire home/apt,2,1.0,1.0,19.0,1036,1.0
1.0,171.33,1.0,1125.0,Entire home/apt,2,1.0,1.0,20.0,1036,1.0
1.0,157.67,1.0,1125.0,Entire home/apt,2,1.0,1.0,45.0,1036,1.0
1.0,333.0,1.0,1125.0,Entire home/apt,4,2.0,3.0,29.0,1036,1.5
1.0,207.0,1.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,41.0,1036,1.0
1.0,288.0,1.0,1125.0,Entire home/apt,4,1.0,2.0,17.0,1036,1.0
1.0,288.0,1.0,1125.0,Entire home/apt,4,1.0,2.0,16.0,1036,1.0
1.0,161.67,1.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,51.0,1036,1.0
1.0,165.0,1.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,14.0,1036,1.0
1.0,936.0,1.0,1125.0,Entire home/apt,10,3.0,7.0,3.0,1036,3.0
0.0,75.0,14.0,1125.0,Entire home/apt,2,2.0,2.0,20.0,1695,2.5
1.0,30.0,1.0,1103.0,Private room,2,1.0,1.0,4.0,1035,1.0
1.0,169.67,1.0,1125.0,Entire home/apt,7,2.0,6.0,84.0,1034,1.5
0.0,67.0,3.0,1125.0,Entire home/apt,3,1.2846153846153847,1.0,9.0,1051,1.0
1.0,50.0,2.0,1125.0,Entire home/apt,2,1.0,2.0,20.0,1237,1.5
1.0,65.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,180.0,1356,1.0
0.0,60.0,15.0,180.0,Entire home/apt,2,1.0554016620498614,1.0,9.0,3206,1.5
1.0,79.0,2.0,1125.0,Entire home/apt,5,1.0,2.0,5.0,2383,1.5
0.0,60.0,2.0,1125.0,Private room,2,1.0,1.0,13.0,1023,1.0
1.0,65.0,2.0,1125.0,Private room,2,1.0,1.0,37.0,1023,1.0
0.0,68.0,1.33,31.0,Entire home/apt,2,1.0,1.0,29.0,2442,1.5
1.0,125.0,2.0,1125.0,Entire home/apt,6,2.0,4.0,42.0,1632,1.0
1.0,120.0,1.0,1125.0,Entire home/apt,4,1.0,2.0,45.0,2927,1.5
0.0,39.0,2.0,1125.0,Private room,2,1.0,1.0,14.0,3391,1.0
0.0,75.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,14.0,3391,1.0
1.0,60.0,2.0,1125.0,Private room,1,1.0192307692307692,1.0,3.0,2508,1.5
0.0,40.0,90.0,1125.0,Entire home/apt,3,1.0,2.0,0.0,2871,1.0
0.0,75.0,3.0,1125.0,Entire home/apt,2,1.0,1.0,2.0,3799,1.5
0.0,103.33,2.0,30.0,Entire home/apt,2,1.0,1.0,3.0,2640,1.5
1.0,44.0,1.0,7.0,Private room,3,1.0,2.0,29.0,2037,1.5
0.0,65.0,10.0,10.0,Entire home/apt,3,1.0,1.0,0.0,2778,1.0
0.0,65.0,1.0,1125.0,Entire home/apt,2,1.0,1.0,0.0,2132,1.0
0.0,39.0,1.0,365.0,Private room,2,1.0,1.0,0.0,2132,1.0
0.0,73.67,2.0,14.0,Entire home/apt,3,1.0,3.0,2.0,2492,1.5
1.0,65.0,1.0,1125.0,Entire home/apt,6,2.0,5.0,26.0,3313,1.0
0.0,55.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,2.0,2889,1.5
0.0,164.0,1.0,1125.0,Entire home/apt,3,1.0,1.0,3.0,2107,1.0
0.0,116.0,1.0,999.0,Entire home/apt,4,1.6022099447513811,1.0,3.0,1010,1.0
0.0,116.0,1.0,999.0,Entire home/apt,4,1.6022099447513811,1.0,7.0,1010,1.0
0.0,116.0,1.0,999.0,Entire home/apt,4,1.6022099447513811,1.0,4.0,1010,1.5
0.0,1000.0,1.0,999.0,Entire home/apt,4,1.6022099447513811,1.0,33.0,1010,1.0
0.0,280.0,1.0,999.0,Entire home/apt,6,2.0,3.0,32.0,1010,1.0
0.0,280.0,1.0,999.0,Entire home/apt,6,2.0,3.0,74.0,1010,1.0
0.0,280.0,1.0,999.0,Entire home/apt,6,2.0,3.0,33.0,1010,1.0
0.0,140.0,3.0,1125.0,Entire home/apt,3,1.2846153846153847,1.0,1.0,1032,1.5
0.0,135.0,3.0,15.0,Entire home/apt,4,2.0,2.0,8.0,2022,1.5
0.0,60.0,1.0,4.0,Private room,2,1.0,1.0,42.0,2022,1.5
0.0,25.0,2.0,1125.0,Private room,1,1.0,1.0,10.0,1007,1.5
0.0,70.0,1.0,1125.0,Entire home/apt,5,1.0,3.0,1.0,1006,1.0
1.0,45.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,11.0,1526,1.0
0.0,64.0,1.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,53.0,1004,1.0
1.0,65.67,1.0,2.0,Entire home/apt,2,1.0,1.0,8.0,1001,1.0
0.0,50.0,1.0,30.0,Private room,2,1.0,1.0,30.0,1947,1.5
0.0,60.0,1.0,1125.0,Private room,4,2.0,2.0,5.0,3379,1.0
0.0,80.0,2.0,1125.0,Private room,3,1.0,2.0,1.0,986,1.0
1.0,35.0,2.0,14.0,Private room,2,1.0,1.0,28.0,3119,1.5
1.0,127.67,1.0,1125.0,Entire home/apt,2,1.0,1.0,31.0,2510,1.0
0.0,95.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,37.0,2123,1.0
1.0,79.33,1.0,3.0,Entire home/apt,2,1.0554016620498614,1.0,13.0,3352,1.0
0.0,45.0,1.0,1125.0,Private room,2,1.0,1.0,0.0,1691,1.5
0.0,75.0,5.0,1125.0,Entire home/apt,2,1.0,1.0,11.0,1802,1.5
0.0,85.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,11.0,2421,1.5
0.0,32.0,1.0,16.0,Private room,2,1.0,2.0,10.0,2220,1.5
0.0,99.0,7.0,31.0,Entire home/apt,2,1.0,1.0,9.0,2114,1.5
1.0,203.33,2.0,1125.0,Entire home/apt,2,1.0,1.0,0.0,2652,1.0
1.0,176.67,1.33,365.0,Entire home/apt,2,1.0,1.0,4.0,2652,1.0
0.0,70.0,2.0,30.0,Entire home/apt,2,1.0,1.0,14.0,971,1.5
1.0,44.0,4.0,1125.0,Entire home/apt,2,1.0,1.0,4.0,2549,1.5
0.0,87.0,3.0,14.0,Entire home/apt,2,1.0,1.0,17.0,2279,1.0
0.0,117.0,1.0,100.0,Entire home/apt,2,1.0,1.0,55.0,969,1.0
0.0,230.0,1.0,30.0,Entire home/apt,4,2.0,4.0,11.0,1137,1.0
1.0,180.0,1.0,1125.0,Private room,2,1.0,1.0,1.0,2413,1.0
1.0,150.0,1.0,1125.0,Private room,2,1.0,1.0,6.0,2413,1.0
1.0,160.0,1.0,1125.0,Hotel room,2,1.0,1.0,4.0,2413,1.0
1.0,150.0,1.0,1125.0,Private room,2,1.0,1.0,3.0,2413,1.0
1.0,150.0,1.0,1125.0,Private room,2,1.0,1.0,0.0,2413,1.0
1.0,72.0,4.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,25.0,962,1.0
0.0,120.0,1.0,1125.0,Entire home/apt,2,1.0,1.0,27.0,2938,1.0
0.0,65.0,1.0,1125.0,Entire home/apt,2,1.0,1.0,5.0,3119,1.0
0.0,53.0,1.0,1125.0,Entire home/apt,2,1.0,1.0,117.0,1996,1.0
0.0,40.0,1.0,1125.0,Entire home/apt,2,1.0,1.0,36.0,1996,1.0
0.0,69.33,2.0,1125.0,Entire home/apt,2,1.0,1.0,73.0,2118,1.5
1.0,55.0,3.0,1125.0,Entire home/apt,2,1.0554016620498614,2.0,5.0,955,1.0
0.0,95.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,14.0,2926,1.0
1.0,67.33,2.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,70.0,1051,1.0
0.0,45.0,1.0,1125.0,Private room,2,1.0,1.0,29.0,945,1.0
0.0,110.0,1.0,1125.0,Entire home/apt,12,2.0,6.0,14.0,2680,1.0
0.0,60.0,1.33,1125.0,Entire home/apt,3,1.0,2.0,78.0,2005,1.0
0.0,85.0,1.0,365.0,Entire home/apt,2,1.0,2.0,38.0,2005,1.0
1.0,126.0,1.0,1125.0,Entire home/apt,6,2.0,2.0,6.0,1050,1.0
0.0,110.33,1.0,1125.0,Entire home/apt,5,2.0,3.0,16.0,1050,1.0
1.0,89.0,1.0,1125.0,Entire home/apt,4,1.0,1.0,8.0,1050,1.5
0.0,55.0,4.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,31.0,2676,1.5
1.0,110.0,2.0,1125.0,Entire home/apt,3,1.0,1.0,5.0,2093,1.0
1.0,80.0,2.0,1125.0,Entire home/apt,4,2.0,4.0,11.0,937,2.0
0.0,90.0,2.0,21.0,Entire home/apt,4,1.6022099447513811,2.0,7.0,2263,1.5
0.0,135.0,3.0,28.0,Entire home/apt,4,2.0,2.0,18.0,1540,2.0
0.0,222.33,1.0,1125.0,Entire home/apt,8,1.0,3.0,25.0,932,1.0
0.0,20.0,5.0,1125.0,Private room,2,1.0,1.0,11.0,932,1.0
0.0,69.0,1.0,1125.0,Entire home/apt,2,1.0,1.0,63.0,1750,1.5
0.0,65.0,1.0,1125.0,Entire home/apt,2,1.0,1.0,17.0,927,1.5
1.0,246.67,1.0,1125.0,Entire home/apt,8,2.0,8.0,31.0,1824,1.5
1.0,240.0,1.0,1125.0,Entire home/apt,10,2.0,7.0,30.0,1824,2.0
1.0,401.67,1.0,1125.0,Entire home/apt,8,2.0,5.0,13.0,1824,1.5
1.0,243.33,1.0,1125.0,Entire home/apt,8,2.0,5.0,23.0,1824,1.5
1.0,104.0,1.0,1125.0,Entire home/apt,7,3.0,4.0,19.0,1824,1.0
0.0,59.0,1.0,1125.0,Entire home/apt,2,1.0,1.0,5.0,3735,1.0
0.0,160.0,2.0,1125.0,Entire home/apt,4,2.0,3.0,3.0,921,1.0
0.0,160.0,1.0,1125.0,Entire home/apt,4,2.0,2.0,2.0,921,1.0
0.0,520.0,1.0,99.0,Private room,2,1.0554016620498614,1.1710526315789471,4.0,1020,0.0
0.0,62.0,5.0,1125.0,Entire home/apt,2,1.0,1.0,5.0,956,1.0
0.0,70.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,4.0,1125,1.0
1.0,243.67,1.0,1125.0,Entire home/apt,3,1.0,2.0,28.0,1742,1.0
1.0,232.33,1.0,1125.0,Entire home/apt,4,1.6022099447513811,2.0,22.0,1742,1.0
0.0,65.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,3.0,2835,1.0
0.0,96.67,2.0,4.0,Entire home/apt,2,1.0,1.0,14.0,2494,1.0
0.0,69.0,14.0,1125.0,Entire home/apt,4,1.0,2.0,23.0,2312,1.0
0.0,46.0,1.0,1125.0,Private room,2,1.0,1.0,19.0,2787,1.0
0.0,22.0,1.0,1125.0,Shared room,2,1.0,2.0,4.0,2787,1.0
1.0,21.0,1.0,1125.0,Shared room,2,1.0,2.0,2.0,2787,1.0
0.0,58.0,2.0,5.0,Private room,2,1.0,1.0,10.0,2423,1.0
0.0,90.0,2.0,14.0,Entire home/apt,4,2.0,2.0,23.0,2646,1.5
0.0,45.0,2.0,14.0,Private room,2,1.0,1.0,4.0,2646,1.5
1.0,65.0,2.0,1125.0,Entire home/apt,3,1.0,1.0,13.0,3254,1.0
0.0,50.0,4.0,1125.0,Entire home/apt,2,1.0,1.0,7.0,2186,1.0
0.0,52.0,2.0,1125.0,Entire home/apt,4,1.0,2.0,5.0,2923,1.0
0.0,68.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,103.0,904,1.0
0.0,20.0,4.0,1125.0,Private room,1,1.0,1.0,18.0,1292,1.0
0.0,23.0,2.0,1125.0,Private room,2,1.0,1.4600985221674876,0.0,1292,1.0
0.0,23.0,2.0,1125.0,Private room,2,1.0,2.0,3.0,1292,1.0
0.0,25.0,3.0,1125.0,Private room,2,1.0,1.4600985221674876,1.0,1292,1.0
0.0,90.0,1.0,1125.0,Entire home/apt,4,1.0,2.0,3.0,1368,1.0
1.0,40.0,13.0,1125.0,Entire home/apt,2,1.0,1.0,3.0,924,1.0
1.0,150.0,150.0,1125.0,Entire home/apt,3,1.0,1.0,0.0,1241,1.5
0.0,120.0,4.33,1125.0,Entire home/apt,4,2.0,3.0,2.0,1079,1.0
0.0,116.67,4.67,1125.0,Entire home/apt,4,2.0,2.0,2.0,1079,1.0
0.0,130.0,5.33,1125.0,Entire home/apt,4,2.0,3.0,5.0,1079,1.0
0.0,91.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,23.0,893,1.0
0.0,51.0,2.0,1125.0,Private room,2,1.0,1.0,23.0,892,1.0
1.0,46.33,3.0,1125.0,Entire home/apt,2,1.0,1.0,7.0,2456,1.5
0.0,100.0,3.0,5.0,Private room,2,2.0,1.0,0.0,1128,1.0
1.0,114.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,9.0,886,1.0
0.0,95.0,2.0,1125.0,Entire home/apt,3,1.0,2.0,87.0,963,1.0
0.0,56.0,3.0,5.0,Entire home/apt,2,1.0554016620498614,2.0,1.0,884,1.0
0.0,149.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,0.0,1089,1.0
1.0,463.33,1.0,365.0,Entire home/apt,14,4.0,9.0,21.0,2102,2.0
1.0,130.0,1.0,365.0,Entire home/apt,4,1.0,3.0,23.0,2102,1.0
1.0,460.67,1.0,1125.0,Entire home/apt,16,5.0,12.0,14.0,2102,3.0
0.0,65.0,2.0,1125.0,Private room,2,1.0,1.0,4.0,2609,1.5
0.0,68.67,1.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,21.0,882,1.0
1.0,75.67,1.0,1125.0,Private room,2,1.0,2.0,14.0,881,1.0
1.0,75.67,1.0,1125.0,Private room,2,1.0,2.0,6.0,881,1.0
1.0,75.67,1.0,1125.0,Private room,2,1.0,2.0,5.0,881,1.0
1.0,72.33,1.0,1125.0,Private room,2,1.0,2.0,4.0,881,1.0
1.0,75.67,1.0,1125.0,Private room,2,1.0,2.0,2.0,881,1.0
1.0,75.67,1.0,1125.0,Private room,2,1.0,2.0,13.0,881,1.0
1.0,133.33,1.0,1125.0,Entire home/apt,2,1.0,1.0,33.0,1007,1.5
0.0,75.0,2.0,1125.0,Entire home/apt,4,1.0,4.0,11.0,880,1.0
1.0,114.0,1.33,14.0,Private room,2,1.0,1.0,1.0,2926,1.0
0.0,125.0,4.0,1125.0,Entire home/apt,6,3.0,3.0,3.0,2926,1.5
0.0,86.33,2.0,1125.0,Entire home/apt,3,1.0,1.0,84.0,2967,1.0
0.0,54.0,1.0,1125.0,Entire home/apt,2,1.0,1.0,16.0,874,1.0
0.0,59.33,1.0,1125.0,Entire home/apt,3,1.0,1.0,11.0,874,1.0
0.0,54.0,2.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,39.0,871,1.0
0.0,80.0,1.33,1125.0,Entire home/apt,2,1.0,1.0,21.0,1489,1.0
0.0,3200.0,4.0,1125.0,Entire home/apt,16,9.0,12.0,0.0,1275,2.0
0.0,120.0,3.0,28.0,Entire home/apt,4,2.0,2.0,1.0,1114,1.0
1.0,65.67,1.0,13.0,Entire home/apt,10,2.0,4.0,2.0,864,1.5
1.0,112.33,1.0,13.0,Entire home/apt,10,2.0,4.0,6.0,864,1.5
1.0,72.33,1.0,13.0,Entire home/apt,10,2.0,4.0,2.0,864,1.5
1.0,95.67,1.0,13.0,Entire home/apt,10,2.0,4.0,4.0,864,1.5
1.0,112.33,1.0,13.0,Entire home/apt,9,2.0,4.0,2.0,864,1.5
1.0,95.67,1.0,13.0,Entire home/apt,9,1.0,3.0,10.0,864,1.5
1.0,105.67,1.0,13.0,Entire home/apt,6,1.0,4.0,6.0,864,1.5
1.0,95.67,1.0,13.0,Entire home/apt,6,1.0,4.0,46.0,864,1.5
1.0,105.67,1.0,21.0,Entire home/apt,12,1.0,4.0,2.0,864,1.5
1.0,89.0,1.0,13.0,Entire home/apt,9,2.0,4.0,30.0,864,1.5
1.0,95.67,1.0,13.0,Entire home/apt,9,2.0,4.0,15.0,864,1.5
1.0,95.67,1.0,13.0,Entire home/apt,12,2.0,7.0,16.0,864,1.5
1.0,112.33,1.0,13.0,Entire home/apt,12,2.0,5.0,6.0,864,1.5
1.0,112.33,1.0,21.0,Entire home/apt,9,1.0,3.0,4.0,864,1.5
1.0,95.67,1.0,21.0,Entire home/apt,9,1.0,3.0,11.0,864,1.5
1.0,112.33,1.0,13.0,Entire home/apt,7,1.0,4.0,41.0,864,1.5
1.0,95.67,1.0,13.0,Entire home/apt,7,1.0,3.0,17.0,864,1.5
1.0,65.67,1.0,13.0,Entire home/apt,7,1.0,4.0,8.0,864,1.5
1.0,112.33,1.0,13.0,Entire home/apt,12,2.0,5.0,13.0,864,2.0
1.0,112.33,1.0,13.0,Entire home/apt,9,2.0,4.0,47.0,864,1.5
1.0,79.0,1.0,13.0,Entire home/apt,9,2.0,5.0,17.0,864,1.5
1.0,105.67,1.0,13.0,Entire home/apt,9,2.0,4.0,6.0,864,1.5
1.0,95.67,1.0,1125.0,Entire home/apt,8,1.0,4.0,4.0,864,1.5
1.0,95.67,1.0,13.0,Entire home/apt,12,2.0,5.0,29.0,864,2.5
1.0,89.0,1.0,21.0,Entire home/apt,9,1.0,3.0,14.0,864,1.5
1.0,95.67,1.0,13.0,Entire home/apt,10,2.0,4.0,8.0,864,1.5
1.0,112.33,1.0,13.0,Entire home/apt,12,2.0,5.0,40.0,864,1.5
1.0,72.33,1.0,21.0,Entire home/apt,9,1.0,2.0,19.0,864,1.5
1.0,89.0,1.0,13.0,Entire home/apt,12,2.0,7.0,47.0,864,1.5
1.0,65.67,1.0,21.0,Entire home/apt,12,1.0,4.0,13.0,864,1.5
1.0,95.67,1.0,13.0,Entire home/apt,6,2.0,3.0,5.0,864,1.5
1.0,95.67,1.0,13.0,Entire home/apt,12,2.0,5.0,20.0,864,1.5
1.0,79.0,1.0,13.0,Entire home/apt,12,2.0,5.0,5.0,864,1.5
1.0,900.0,1.0,1125.0,Entire home/apt,16,3.0,5.0,0.0,864,3.0
1.0,82.33,1.0,13.0,Entire home/apt,12,2.0,5.0,12.0,864,2.0
1.0,95.67,1.0,13.0,Entire home/apt,12,2.0,4.0,3.0,864,2.5
1.0,72.33,1.0,21.0,Entire home/apt,8,1.0,2.0,5.0,864,1.5
1.0,112.33,1.0,21.0,Entire home/apt,8,1.0,4.0,6.0,864,1.5
1.0,82.33,1.0,21.0,Entire home/apt,8,1.0,4.0,24.0,864,1.5
1.0,72.33,1.0,21.0,Entire home/apt,8,1.0,4.0,7.0,864,1.5
1.0,89.0,1.0,13.0,Entire home/apt,12,3.0,8.0,6.0,864,1.5
1.0,112.33,1.0,21.0,Entire home/apt,11,1.0,3.0,16.0,864,1.5
1.0,89.0,1.0,1125.0,Entire home/apt,15,3.0,6.0,12.0,864,1.5
1.0,95.67,1.0,1125.0,Entire home/apt,12,2.0,4.0,27.0,864,2.5
1.0,112.33,1.0,1125.0,Entire home/apt,12,2.0,4.0,35.0,864,2.5
1.0,82.33,1.0,1125.0,Entire home/apt,8,2.0,2.0,13.0,864,2.5
1.0,95.67,1.0,1125.0,Entire home/apt,15,3.0,6.0,18.0,864,1.0
1.0,112.33,1.0,1125.0,Entire home/apt,12,2.0,4.0,15.0,864,1.0
1.0,65.67,1.0,1125.0,Entire home/apt,14,3.0,5.0,18.0,864,1.0
1.0,89.0,1.0,1125.0,Entire home/apt,12,3.0,5.0,6.0,864,1.0
1.0,112.33,1.0,6.0,Entire home/apt,12,3.0,6.0,0.0,864,3.0
1.0,72.33,1.0,10.0,Entire home/apt,12,2.0,4.0,8.0,864,1.5
1.0,95.67,1.0,10.0,Entire home/apt,12,2.0,5.0,5.0,864,1.5
1.0,65.67,1.0,10.0,Entire home/apt,14,2.0,7.0,12.0,864,1.5
1.0,112.33,1.0,10.0,Entire home/apt,7,1.0,4.0,2.0,864,1.0
1.0,89.0,1.0,10.0,Entire home/apt,12,2.0,6.0,1.0,864,1.5
1.0,89.0,1.0,10.0,Entire home/apt,12,2.0,5.0,3.0,864,1.5
1.0,95.67,1.0,4.0,Entire home/apt,12,2.0,7.0,0.0,864,1.0
1.0,112.33,1.0,10.0,Entire home/apt,7,1.0,6.0,1.0,864,1.0
1.0,112.33,1.0,10.0,Entire home/apt,12,1.0,3.0,2.0,864,1.0
1.0,89.0,1.0,4.0,Entire home/apt,12,2.0,6.0,1.0,864,1.0
1.0,72.33,1.0,10.0,Entire home/apt,7,2.4642857142857144,3.0,7.0,864,1.0
1.0,59.0,1.0,10.0,Entire home/apt,9,1.0,2.0,0.0,864,1.5
1.0,95.67,1.0,10.0,Entire home/apt,12,2.0,4.0,0.0,864,1.5
1.0,110.0,2.0,35.0,Entire home/apt,4,1.0,3.0,19.0,862,1.5
0.0,80.0,7.0,30.0,Entire home/apt,3,1.0,1.0,1.0,861,1.0
1.0,60.0,2.0,3.0,Entire home/apt,2,1.0,2.0,6.0,2456,1.0
1.0,85.0,2.0,1125.0,Entire home/apt,5,3.0,5.0,4.0,2359,1.5
0.0,75.0,3.0,1125.0,Entire home/apt,3,1.0,2.0,17.0,858,1.5
0.0,49.0,4.0,1125.0,Entire home/apt,2,2.0,2.0,3.0,2847,1.0
0.0,88.0,2.0,1125.0,Entire home/apt,4,2.0,3.0,6.0,1324,1.0
1.0,90.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,2.0,2059,1.5
1.0,90.0,1.0,1125.0,Entire home/apt,2,1.0,1.0,0.0,2059,1.5
0.0,120.0,2.0,1125.0,Entire home/apt,4,2.0,1.0,3.0,2544,1.5
0.0,30.0,1.0,1125.0,Private room,1,1.0,1.0,6.0,917,1.0
0.0,70.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,12.0,2891,1.0
0.0,95.0,2.0,1125.0,Entire home/apt,4,2.0,2.0,40.0,1592,1.0
0.0,38.0,1.0,1125.0,Entire home/apt,3,1.0,2.0,90.0,2440,1.5
0.0,28.0,1.0,4.0,Private room,1,1.0,1.0,19.0,2440,1.0
1.0,65.0,5.0,1125.0,Entire home/apt,4,1.0,4.0,11.0,939,1.5
1.0,40.0,1.0,1125.0,Private room,2,1.0,1.0,69.0,1489,1.5
0.0,59.0,3.0,1125.0,Entire home/apt,4,2.0,3.0,8.0,3183,1.0
1.0,40.0,30.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,2.0,3052,1.0
1.0,100.0,5.0,65.0,Private room,2,1.0,1.0,0.0,832,1.5
0.0,58.67,4.33,1125.0,Entire home/apt,2,1.0554016620498614,2.0,24.0,1362,1.0
0.0,100.0,5.0,1125.0,Entire home/apt,4,1.0,1.0,1.0,2496,1.0
0.0,130.0,3.0,1125.0,Entire home/apt,6,2.0,2.0,6.0,2496,1.0
0.0,100.0,3.0,1125.0,Entire home/apt,6,2.0,2.0,0.0,2496,1.0
0.0,75.0,3.0,1125.0,Entire home/apt,5,2.0,2.0,5.0,2496,1.0
1.0,110.0,3.0,1125.0,Entire home/apt,3,2.0,2.0,5.0,3583,1.0
0.0,95.0,2.0,1125.0,Entire home/apt,2,1.0,1.4600985221674876,2.0,1024,1.0
0.0,200.0,7.0,1125.0,Entire home/apt,8,2.4615384615384617,4.0,0.0,2133,4.0
0.0,55.0,1.0,1125.0,Private room,2,1.0,1.0,1.0,2133,1.0
1.0,96.67,2.0,1125.0,Entire home/apt,2,1.0,1.0,49.0,824,1.5
1.0,50.0,1.0,365.0,Private room,2,1.0,1.0,1.0,3620,0.5
0.0,42.0,1.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,73.0,817,1.0
0.0,59.0,2.0,1125.0,Entire home/apt,2,1.0554016620498614,1.0,4.0,961,1.0
0.0,107.33,3.0,1125.0,Entire home/apt,2,1.0,1.0,17.0,810,1.0
0.0,70.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,8.0,2325,1.0
1.0,89.0,2.0,1125.0,Entire home/apt,2,1.0,2.0,8.0,2532,1.5
0.0,60.0,1.0,1125.0,Entire home/apt,2,1.0,1.0,2.0,805,1.0
0.0,39.0,1.0,1125.0,Private room,2,1.0,1.0,1.0,1861,1.5
0.0,34.0,1.0,1125.0,Private room,1,1.0,1.0,1.0,1861,1.5
0.0,44.0,1.0,1125.0,Private room,2,1.0,2.0,12.0,801,0.5
0.0,75.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,4.0,1111,1.5
0.0,65.0,2.0,1125.0,Entire home/apt,2,1.0,1.0,7.0,2426,1.5
1.0,83.33,1.0,1125.0,Entire home/apt,4,1.0,1.0,43.0,2091,1.5
1.0,49.0,15.0,1125.0,Entire home/apt,2,1.0,1.0,7.0,2846,1.0
0.0,45.33,2.0,1125.0,Entire home/apt,3,1.0,2.0,43.0,2471,1.0
1.0,44.0,2.0,1125.0,Entire home/apt,7,3.0,5.0,29.0,2471,1.5
1.0,91.67,2.0,1125.0,Entire home/apt,10,4.0,7.0,18.0,2471,2.5
1.0,75.0,2.0,365.0,Entire home/apt,2,1.0,1.0,13.0,2471,1.5
1.0,75.0,2.0,365.0,Entire home/apt,4,2.0,2.0,9.0,2471,1.0
1.0,85.0,2.0,1125.0,Entire home/apt,6,3.0,4.0,13.0,2471,1.0
0.0,105.0,10.0,1125.0,Entire home/apt,3,1.0,1.0,2.0,2909,1.5
0.0,120.0,7.0,1125.0,Entire home/apt,2,1.0,1.0,2.0,2349,1.5
0.0,67.0,2.0,14.0,Entire home/apt,2,1.0,1.0,32.0,2422,1.0
